SubscriptionID,Amount,Date
61,31.144523298606348,2023-10-13T15:27:29
62,53.05297853286614,2021-09-11T02:12:21
63,22.437583392091597,2021-11-30T20:55:49
64,92.67666672078316,2023-12-15T09:42:52
65,27.683288863754154,2022-07-22T20:24:29
66,32.208684908558006,2022-02-13T16:50:53
67,53.35118991335357,2024-03-26T21:27:20
68,22.895341806943883,2022-06-11T23:36:18
69,55.67860781546457,2024-01-27T00:57:42
70,87.73936771805754,2023-02-09T00:44:16
71,89.01727424489125,2023-03-29T16:15:15
72,87.27591046717893,2024-08-04T01:22:13
73,99.6922067540501,2023-11-03T10:42:57
74,43.48820002150652,2023-07-12T22:08:28
75,86.10679515846368,2023-12-10T13:37:17
76,86.22286732364412,2024-07-06T09:22:56
77,53.53495145080889,2023-07-16T01:59:14
78,22.454364396923957,2021-09-08T21:26:35
79,69.9297624993397,2023-10-23T13:43:54
80,10.071230204590876,2022-07-08T22:16:34
81,32.78633625020319,2023-06-06T09:09:05
82,33.64466543159349,2023-05-31T07:34:29
83,30.336494337862977,2023-03-23T15:30:41
84,16.135473344805874,2022-02-24T05:06:24
85,72.02479114268344,2024-02-11T08:36:15
86,58.02497883266078,2023-12-10T03:58:52
87,38.34727554949633,2023-05-21T18:00:42
88,12.194507300458126,2024-01-17T21:59:28
89,32.49165895604436,2024-01-05T00:06:16
90,44.22163108004213,2021-11-07T09:45:52
91,93.79838642166521,2021-09-26T04:33:09
92,49.902459924203924,2024-07-17T02:43:04
93,52.74201169234715,2023-08-21T09:59:37
94,86.26328146202577,2021-10-30T22:09:29
95,64.33642223836223,2023-11-03T11:21:10
96,31.35207894562871,2023-12-05T03:08:25
97,50.11014648522668,2021-08-25T09:36:18
98,62.959457156403246,2024-02-09T17:46:01
99,57.14047735506929,2024-07-25T16:41:13
100,71.74516546181286,2022-03-15T22:47:08
101,12.150055912892972,2021-10-27T08:38:59
102,90.61906551905984,2023-12-29T13:51:31
103,35.25854143235803,2023-10-31T15:58:38
104,92.09004425770036,2023-10-04T17:33:01
105,79.15795599240363,2022-03-09T06:00:35
106,12.56750815629874,2024-02-07T04:43:56
107,82.00405012578618,2022-01-30T04:29:40
108,28.197991332591535,2022-01-15T08:21:49
109,87.04921891341496,2021-12-29T05:58:40
110,42.90989078124723,2022-02-05T21:14:22
111,48.17858047496209,2021-11-22T01:02:21
112,73.91221904695203,2022-07-05T13:19:01
113,81.51208223646157,2021-09-21T22:36:23
114,44.10611184675415,2022-10-03T14:35:11
115,40.7471022859351,2022-09-25T19:49:01
116,77.05474974347632,2022-07-20T02:50:39
117,38.39122598685468,2023-03-14T12:44:17
118,87.91100727030044,2022-04-13T16:32:08
119,32.576434489780304,2023-05-27T23:40:13
120,67.03432924547327,2021-11-10T15:27:47
121,67.28781012099932,2024-03-01T23:39:14
122,76.61229860578113,2022-05-10T00:59:55
123,54.98418989897248,2022-03-16T11:15:24
124,10.788361226332961,2022-10-15T09:09:28
125,69.64907970548892,2022-03-25T05:13:58
126,53.58183030200774,2023-09-10T18:55:30
127,75.85397568530342,2023-06-07T21:53:56
128,79.50646398697991,2023-11-15T15:36:46
129,53.24159000530525,2023-05-23T12:24:09
130,91.70042223841725,2023-10-28T00:57:13
131,75.12488220518713,2022-11-09T19:37:27
132,11.526022091274665,2024-05-02T04:10:29
133,71.77035770770851,2024-01-31T00:18:25
134,52.648509243481364,2023-11-13T14:29:29
135,93.8620635174107,2023-08-21T00:50:44
136,10.74809652158306,2023-02-03T08:47:53
137,76.86040820343875,2022-11-10T12:57:12
138,44.071093459546546,2022-01-11T11:54:27
139,50.91536127393683,2024-01-12T00:59:23
140,81.657780511223,2024-01-06T04:06:41
141,61.17307018534438,2021-08-28T06:42:25
142,84.22580819001737,2022-03-03T05:29:17
143,48.40899309684346,2022-08-16T21:34:43
144,82.18990350614011,2023-11-25T14:12:51
145,10.405422607022143,2023-10-19T07:26:08
146,14.156267757285551,2022-04-15T09:21:42
147,66.43291609283173,2024-05-26T11:29:01
148,87.71728326045367,2022-11-17T10:16:00
149,31.853646485224683,2024-07-26T16:48:39
150,35.91657697933442,2022-12-13T08:08:20
151,45.633435225362476,2024-04-03T04:10:22
152,42.502887764844026,2021-08-22T19:09:36
153,13.97248187595667,2023-03-24T14:21:02
154,65.76194760351898,2022-08-26T23:18:59
155,53.2788574470924,2023-02-02T09:12:03
156,40.26566972802988,2022-09-09T20:39:38
157,85.39442770533647,2023-09-02T23:51:43
158,66.45909317620978,2023-04-14T05:50:13
159,13.702975508924851,2022-03-14T07:50:43
160,17.09338123083267,2024-02-03T05:38:30
161,10.577332132434709,2023-08-06T03:57:43
162,85.03199879558423,2022-08-24T20:04:53
163,59.186809684198124,2022-06-03T11:41:02
164,16.658374636672768,2021-10-08T18:21:09
165,95.72604477934664,2023-08-02T19:27:43
166,70.50915600959922,2024-06-23T18:10:17
167,72.9359784712648,2024-05-03T01:24:43
168,43.30468356414146,2023-04-21T11:46:46
169,32.09925942148694,2023-10-04T09:50:44
170,70.87603870925615,2022-03-11T12:34:32
171,31.306705425152792,2023-04-21T00:59:46
172,34.86751534764566,2024-06-24T13:10:19
173,17.52916294922379,2024-02-23T09:22:49
174,76.65911432359998,2022-03-12T11:58:21
175,55.78291621161753,2024-07-06T00:36:23
176,88.95565644388851,2023-12-15T04:13:09
177,50.99113501019703,2024-05-02T08:17:15
178,59.232696246068144,2023-02-21T20:43:23
179,49.9193501104982,2021-08-20T18:36:21
180,89.42121309763267,2022-09-30T03:01:18
181,33.17669992275367,2024-05-11T15:42:51
182,39.24085386250486,2022-06-11T05:49:10
183,71.17899608337825,2023-09-18T21:24:46
184,98.86122906612421,2022-11-29T15:49:25
185,91.93779611152259,2023-08-15T03:18:28
186,51.36275017016895,2023-09-07T01:54:26
187,27.49780085475297,2022-01-08T06:35:15
188,32.83720284090418,2024-06-09T20:09:53
189,77.82225489469525,2023-07-25T10:36:03
190,97.42783570276082,2023-05-25T23:41:03
191,16.475265986830053,2022-08-25T19:35:10
192,45.83324598152866,2022-06-03T22:59:14
193,33.720381336034336,2023-07-06T05:01:19
194,49.490679537875046,2024-03-13T02:53:52
195,94.11238909792637,2022-07-17T18:52:07
196,48.05449755619765,2021-08-15T06:27:22
197,62.23943285805294,2023-12-13T15:22:07
198,89.08569936749377,2023-01-18T23:56:11
199,36.387958230907806,2022-07-01T19:28:35
200,97.17188311922601,2023-06-07T19:48:17
201,10.199588455085484,2022-09-05T05:06:04
202,11.215520675544287,2024-05-24T00:31:39
203,43.98332261117603,2022-07-05T10:27:23
204,88.50482882223614,2022-03-17T03:35:50
205,21.08931330320877,2023-03-20T19:00:40
206,95.62588971907356,2021-09-04T06:05:16
207,59.398449971904775,2023-05-25T07:24:43
208,63.204311361408806,2023-05-08T01:14:30
209,54.05248700502718,2021-11-14T22:48:40
210,82.42434635308086,2021-09-14T18:13:49
211,72.55334813774311,2023-07-31T15:54:52
212,39.153743953725694,2023-02-15T22:22:59
213,41.47306872943207,2023-11-02T01:18:39
214,79.59024467670798,2024-04-22T08:07:34
215,40.164709707572584,2021-12-12T02:19:51
216,91.53806716656841,2022-03-22T07:45:29
217,75.84341829764351,2024-03-21T09:30:54
218,64.58372329952121,2023-10-15T14:52:03
219,83.32413092263133,2022-04-10T10:36:44
220,45.12246571326125,2024-06-02T02:57:15
221,15.176338067791457,2022-06-21T03:05:38
222,88.75232099531686,2022-01-02T13:33:54
223,65.04024145096038,2022-10-18T18:41:13
224,19.42998212799661,2022-05-21T18:13:31
225,20.904845495035843,2023-10-20T02:56:33
226,97.3836459343484,2024-03-13T04:58:07
227,59.83219627896793,2024-03-21T00:05:19
228,95.03312782017659,2022-10-23T14:14:30
229,70.62118473624344,2024-05-15T13:28:24
230,53.208210266343904,2023-10-18T14:55:49
231,47.6283641134585,2021-09-06T17:17:48
232,53.01363066503467,2023-01-27T13:03:52
233,80.15812451873563,2023-09-23T10:20:12
234,83.07510493960831,2024-02-19T14:35:40
235,17.679209945599563,2022-10-05T07:04:27
236,75.46100744551863,2023-06-08T01:58:24
237,52.42943243814983,2024-04-05T16:31:43
238,74.99215524502623,2023-10-09T21:35:19
239,32.14929850602043,2022-07-09T00:25:32
240,31.633309276496977,2023-03-14T04:35:01
241,36.09604902396374,2023-04-17T15:54:54
242,44.17126417805573,2022-06-19T10:15:40
243,48.98709109194767,2021-10-25T01:18:00
244,21.53019586015551,2021-08-24T05:41:28
245,59.71128335906413,2022-12-19T21:37:08
246,79.96166578454847,2024-07-28T06:17:53
247,44.62828345825168,2024-06-23T22:29:53
248,75.86629112727108,2022-06-28T12:39:26
249,78.83005800207891,2022-10-07T03:03:18
250,63.281367193129974,2022-04-14T04:55:11
251,83.00311351987334,2022-05-12T18:31:56
252,63.85521440927062,2022-07-04T04:12:40
253,14.250643332438086,2024-05-07T10:48:13
254,91.17587127632582,2024-01-08T13:00:54
255,96.51737399267441,2024-07-02T05:49:57
256,69.45429812219402,2024-01-10T15:39:11
257,67.62598980253284,2023-03-21T01:59:32
258,21.747350759711644,2023-01-25T12:09:33
259,26.558316839885588,2023-02-20T07:14:38
260,22.88439997268911,2023-06-11T00:34:42
261,69.35393517530895,2024-07-04T00:46:29
262,48.38984165800017,2023-09-11T18:49:44
263,72.95035038828983,2023-03-10T09:17:58
264,95.97202944088079,2023-05-04T15:48:08
265,94.11998429931482,2022-09-11T09:08:58
266,97.45208222248351,2023-03-14T13:32:46
267,52.00018753281955,2023-06-18T07:02:53
268,19.350361010792945,2021-09-08T17:42:27
269,94.465408302962,2023-10-03T09:19:12
270,71.92899127497758,2023-09-17T17:48:43
271,73.81635574533492,2022-01-18T22:31:40
272,52.6934368026568,2022-05-22T00:56:59
273,33.13518753832029,2022-03-11T13:08:50
274,54.01957558473726,2023-03-09T00:17:28
275,61.86875541021441,2023-01-01T15:32:31
276,36.5182573049067,2023-04-17T23:53:05
277,14.574286076363798,2024-05-10T09:20:50
278,90.01577765799426,2022-03-08T02:03:05
279,45.47359037376876,2024-04-23T23:36:03
280,28.064201831651086,2022-05-19T23:25:54
281,63.35869683382653,2021-09-30T19:43:26
282,98.59747810308858,2023-12-08T14:29:51
283,23.13444297117976,2023-11-20T22:54:42
284,89.7470930820604,2024-02-29T18:21:42
285,58.46308567754227,2023-04-08T21:54:57
286,84.59923208805174,2024-03-09T19:53:46
287,84.2674125590569,2023-09-14T04:30:18
288,73.39039599420283,2022-06-29T06:41:08
289,39.66960802020978,2022-10-04T22:16:18
290,70.00319720290837,2022-01-11T16:59:42
291,84.54107895859399,2022-03-03T10:31:00
292,55.3864344630599,2023-07-16T09:01:38
293,70.943001976682,2023-08-15T04:30:46
294,37.132753294227385,2021-11-10T00:36:25
295,70.79924189709371,2023-01-31T15:55:04
296,33.745667709693834,2022-11-10T22:59:31
297,10.089376364739058,2024-06-09T10:48:36
298,47.2198084498381,2022-12-04T05:38:39
299,19.51363781235954,2022-03-03T10:58:02
300,78.26226685230121,2023-12-10T12:40:37
301,41.44134047381242,2023-11-13T04:37:40
302,91.01247260393102,2024-03-05T17:16:35
303,43.728227523768375,2022-10-17T00:54:31
304,39.91280758313732,2023-10-09T23:51:16
305,73.74929082944662,2022-10-27T22:50:18
306,57.274994562486796,2022-04-24T21:58:58
307,10.615834000564782,2023-03-24T19:42:42
308,44.45337594872912,2022-09-04T21:24:52
309,93.06465522395578,2021-10-20T14:59:16
310,82.4052177923738,2023-04-19T12:02:51
311,63.265345967867766,2022-07-10T11:24:31
312,15.88569444323511,2022-09-26T20:24:15
313,12.419419375918402,2022-08-05T10:19:45
314,11.927044294564281,2023-02-19T23:37:38
315,59.57040757845138,2022-08-13T18:37:01
316,31.60099345706949,2023-05-12T08:42:40
317,65.72787939449186,2022-12-26T01:20:44
318,48.15734723266483,2021-10-31T03:59:37
319,95.7425544222038,2023-09-11T10:19:41
320,56.900745137735534,2021-10-18T08:49:21
321,94.7546639130544,2023-02-01T22:10:50
322,67.06132214335048,2022-11-17T22:30:50
323,90.60839873903267,2022-10-20T17:37:40
324,73.51507397145727,2023-06-28T23:11:12
325,78.06537881561184,2023-06-24T12:35:05
326,55.923136758483636,2021-12-05T11:50:03
327,88.34055307578572,2023-08-19T00:24:18
328,54.24054006654869,2023-06-15T04:53:26
329,67.73945362998268,2022-10-17T05:41:16
330,29.695330868231213,2022-01-14T18:52:24
331,46.75737842661942,2023-05-21T11:59:49
332,89.53145138630892,2022-03-14T22:44:25
333,79.3989655511728,2021-08-19T03:47:13
334,19.989708813260307,2021-11-15T02:37:55
335,51.83315734295866,2024-04-11T07:39:09
336,22.8196017005524,2023-02-23T07:13:47
337,54.0331577362663,2022-03-17T09:58:24
338,56.00040897774691,2022-06-19T17:04:54
339,90.85288089996567,2024-06-06T09:33:50
340,56.37700864419365,2022-01-04T20:12:43
341,83.63879383840155,2024-05-27T23:41:30
342,59.96854220486066,2023-10-13T17:25:58
343,35.03847851334035,2022-07-28T15:10:14
344,66.76255415859873,2022-10-22T13:00:57
345,40.000998308903256,2022-08-01T12:19:35
346,99.02532506283696,2022-11-20T21:22:50
347,34.242332235476496,2023-06-03T20:47:25
348,94.44063310553379,2021-08-15T02:46:24
349,13.653812024532705,2022-11-18T12:26:16
350,37.04237742060587,2023-12-01T00:20:03
351,25.485609545508964,2024-03-22T10:53:20
352,39.40781591174701,2023-03-04T13:51:03
353,92.25563906791746,2023-09-05T15:02:28
354,74.221526216136,2023-11-08T03:12:52
355,26.9373120951784,2024-03-29T20:10:18
356,87.00263322564848,2024-06-19T05:15:48
357,88.19753516377811,2024-03-07T20:51:07
358,73.57566406447961,2023-08-07T05:26:02
359,81.98673706335816,2023-03-20T22:51:26
360,71.96853560613005,2023-10-04T20:09:34
361,87.66425258147892,2022-02-27T17:10:41
362,26.361311368974313,2023-03-17T12:49:24
363,44.042862304493255,2022-09-17T17:53:29
364,49.6625922347815,2021-09-24T20:20:37
365,42.403829133797565,2023-04-22T13:02:57
366,59.91252883334408,2023-07-06T18:10:11
367,79.05884728138413,2024-04-09T12:37:27
368,14.219795225432026,2022-05-26T13:30:44
369,81.36612986824622,2023-05-22T09:13:28
370,69.82280993730153,2023-03-08T13:42:27
371,30.358483418261457,2021-11-02T10:26:06
372,39.436097381482874,2023-02-03T07:58:11
373,84.3486907423115,2024-03-18T20:00:06
374,92.1040465649414,2021-09-10T14:02:45
375,60.676511310114236,2022-02-26T08:40:45
376,53.48939258124882,2024-03-26T14:37:44
377,60.29946818182702,2021-11-02T10:11:54
378,63.40576664524325,2022-12-04T05:13:10
379,40.11585142621548,2022-04-25T16:25:39
380,70.79545123824535,2023-04-15T02:23:29
381,57.300576957955315,2024-07-03T10:53:35
382,55.476004772966206,2021-11-03T11:39:10
383,82.69707470575185,2023-10-02T07:56:10
384,29.906106844266446,2022-04-25T00:33:13
385,12.962480492793784,2024-01-13T18:32:43
386,94.68807299991921,2024-06-26T09:15:41
387,29.465295957118183,2021-10-16T06:28:59
388,53.26183697217166,2023-05-31T03:32:42
389,57.923896041835285,2023-11-23T13:29:23
390,60.6194122302945,2021-10-28T12:54:46
391,22.008768990557734,2023-03-03T23:38:56
392,55.6619492442569,2022-09-26T16:59:38
393,30.490551003392124,2022-10-14T04:19:14
394,25.556285387216683,2021-08-23T20:23:40
395,98.70692320927957,2023-07-19T04:01:08
396,99.58174990776055,2024-04-19T23:25:54
397,92.67035226002224,2023-08-22T21:35:08
398,12.334317698819603,2023-05-09T13:35:39
399,18.12100509687028,2022-06-27T19:33:45
400,67.9099788505571,2022-09-02T08:57:11
401,78.67070097594834,2024-07-29T22:03:34
402,51.04274893579426,2022-07-23T09:01:41
403,83.96126729246465,2022-07-25T12:47:50
404,77.56276346492187,2022-11-19T11:33:38
405,17.534520208275474,2023-09-22T03:44:45
406,28.01792232434093,2023-06-03T00:45:47
407,34.74158619148014,2022-02-02T03:40:43
408,49.502204781092054,2022-12-04T20:45:09
409,43.1609092940951,2024-07-24T23:20:51
410,65.85827144563861,2022-07-24T23:18:13
411,77.92181967269464,2024-03-29T17:13:52
412,44.04396863619687,2022-10-26T02:41:05
413,96.32853943656555,2021-11-11T21:25:21
414,46.61815432327801,2021-08-15T05:47:56
415,85.30931763348603,2022-03-10T18:09:44
416,70.96639375511609,2022-05-03T03:51:11
417,57.5968981313354,2021-12-10T14:49:24
418,63.903847272056595,2023-08-14T04:20:17
419,82.7863914772392,2023-01-22T05:59:34
420,25.527415815678623,2022-09-04T10:20:12
421,40.66939602106061,2022-07-01T10:23:49
422,21.963099234986483,2023-09-28T15:47:11
423,41.70014079835151,2022-10-06T20:24:57
424,23.50441694532968,2021-12-23T15:50:31
425,68.90057337190956,2022-12-25T02:15:00
426,26.939302532636084,2023-02-21T18:45:16
427,91.36608630708655,2021-10-23T18:19:42
428,71.57970403756678,2023-08-17T10:29:23
429,55.233558476724085,2021-11-09T07:51:10
430,67.88374381334432,2022-02-27T07:11:15
431,32.300546358103034,2022-12-28T13:34:48
432,78.45653031503772,2022-07-16T01:53:02
433,42.54120114891365,2024-06-11T03:32:38
434,88.88832904099817,2021-10-18T09:12:13
435,93.46058060576468,2022-01-19T23:47:26
436,86.93464902781895,2024-01-06T15:19:37
437,30.44123073383195,2023-11-17T22:42:18
438,48.249751464040344,2023-04-14T18:00:47
439,24.051580181763857,2023-04-19T18:54:16
440,89.46465217898033,2023-07-03T13:36:37
441,65.49396123881984,2022-05-23T00:34:53
442,89.48870562826384,2022-08-25T19:07:45
443,31.562890877645874,2024-04-25T12:47:01
444,53.98938176661709,2022-07-11T08:05:19
445,24.73781448745908,2021-12-13T17:13:58
446,85.67394975370144,2023-08-08T17:04:31
447,27.16835024209313,2023-06-17T09:06:41
448,64.59752371834227,2023-09-07T21:35:23
449,69.05812568874758,2022-10-11T09:30:54
450,99.02212873789932,2022-09-22T08:24:18
451,67.50328791104297,2022-04-01T13:39:41
452,24.70421466391495,2023-06-22T14:23:03
453,73.88166675565277,2024-04-02T08:18:32
454,29.042489697589225,2022-01-15T18:26:21
455,80.2240395440027,2023-03-09T20:22:39
456,30.002171105781176,2022-03-15T15:17:51
457,73.76685525660015,2021-08-14T09:23:24
458,11.864924302372412,2022-03-31T11:19:06
459,34.555548454718455,2023-02-04T17:09:32
460,16.08464375546074,2024-07-27T16:49:44
461,11.690933188990693,2021-11-30T18:07:10
462,67.68588323236463,2022-11-28T04:37:49
463,40.115282786395824,2022-10-12T15:26:44
464,53.69286786319695,2023-12-30T19:42:55
465,80.6070726547419,2023-02-18T05:35:54
466,27.133907383016595,2021-10-24T23:01:27
467,62.66044597638391,2022-12-18T10:25:10
468,55.21823639688581,2024-07-22T00:26:22
469,29.6631878134301,2023-05-28T00:43:20
470,42.28607473771548,2022-05-02T13:36:16
471,15.901550701245835,2023-03-19T07:56:33
472,22.823627674604285,2022-03-05T13:40:04
473,97.16976808843243,2022-06-11T07:14:53
474,85.20528201244773,2023-02-24T10:28:29
475,27.018463749122922,2021-09-08T08:24:59
476,73.78885316488194,2022-10-10T09:14:12
477,61.48862881277647,2023-04-21T00:08:15
478,70.15082722172153,2023-01-19T22:23:22
479,36.60675170696971,2023-10-18T09:11:58
480,64.7786488344565,2022-03-27T02:53:19
481,85.08274092447333,2024-02-11T19:46:16
482,19.391639679145676,2022-08-23T00:49:17
483,87.86377139586895,2022-11-02T02:13:55
484,75.94956046695059,2024-02-29T18:33:54
485,19.302153617288077,2022-09-06T03:10:30
486,38.38811807183849,2024-01-08T06:16:22
487,86.50115833731617,2023-01-19T11:52:12
488,84.04047132354941,2024-03-31T15:40:33
489,14.514654325609111,2022-02-14T15:42:14
490,73.52765416290895,2021-08-27T23:58:57
491,18.10529699557732,2022-01-19T20:58:13
492,64.6238539845871,2023-04-05T08:09:36
493,60.36022779043268,2023-09-08T00:21:13
494,25.288601558441425,2024-01-31T00:52:18
495,68.9703030393112,2023-11-11T01:27:06
496,21.158448375995917,2021-09-10T03:56:11
497,51.10470675642395,2022-03-28T00:54:47
498,39.65615408574733,2022-09-26T01:44:02
499,49.9280185611429,2023-12-20T11:53:59
500,91.91959890964152,2024-04-28T21:05:32
